slot,usdt_usd,binance_open,binance_close,brti_proxy,offset_hat,offset_real,strike_naive,strike_offsetaware,kalshi_result,poly_up_wins,naive_outcome,offsetaware_outcome
2026-05-28 10:00,0.9984,73022.01,73033.06,72889.01,116.84,144.05,72999.99,73099.99,no,True,both_lose,both_win
2026-05-28 11:00,0.99837,73033.06,72928.73,72785.01,119.04,143.72,72999.99,73099.99,no,False,split,split
2026-05-28 12:00,0.99839,72928.73,73440.67,73308.17,117.42,132.5,72899.99,72999.99,yes,True,split,split
2026-05-28 13:00,0.99876,73440.66,73554.82,73449.67,91.07,105.15,73399.99,73499.99,no,True,split,both_win
2026-05-28 14:00,0.99866,73554.81,73652.88,73542.77,98.56,110.11,73599.99,73599.99,no,True,both_win,both_win
2026-05-28 15:00,0.99862,73652.87,73419.32,73318.21,101.64,101.11,73699.99,73699.99,no,False,split,split
2026-05-28 16:00,0.99873,73419.31,73579.99,73483.83,93.24,96.16,73499.99,73499.99,no,True,both_win,both_win
2026-05-28 17:00,0.99871,73580.0,73817.31,73734.24,94.92,83.07,73599.99,73599.99,yes,True,split,split
2026-05-28 18:00,0.99877,73817.31,73464.8,73371.49,90.8,93.31,73799.99,73899.99,no,False,split,split
2026-05-28 19:00,0.99877,73464.8,73617.51,73535.7,90.36,81.81,73499.99,73499.99,yes,True,split,split
2026-05-28 20:00,0.99868,73617.52,73716.37,73614.46,97.18,101.91,73599.99,73699.99,no,True,split,both_win
2026-05-28 21:00,0.99879,73716.37,73586.83,73497.15,89.2,89.68,73699.99,73799.99,no,False,split,split
2026-05-28 22:00,0.99869,73586.83,73225.06,73107.42,96.4,117.64,73599.99,73599.99,no,False,split,split
2026-05-28 23:00,0.99871,73225.07,73301.52,73198.54,94.46,102.98,73199.99,73299.99,no,True,both_lose,both_win
2026-05-29 00:00,0.99868,73301.53,73507.69,73401.15,96.76,106.54,73299.99,73399.99,yes,True,split,split
2026-05-29 01:00,0.99861,73507.68,73706.0,73596.62,102.18,109.38,73499.99,73599.99,no,True,split,both_win
2026-05-29 02:00,0.9987,73706.0,73786.32,73685.66,95.82,100.66,73699.99,73799.99,no,True,both_lose,both_win
2026-05-29 03:00,0.99864,73786.32,73528.56,73403.05,100.35,125.51,73799.99,73799.99,no,False,split,split
2026-05-29 04:00,0.99865,73528.55,73653.4,73551.32,99.26,102.08,73499.99,73599.99,no,True,split,both_win
2026-05-29 05:00,0.99861,73653.4,73744.96,73646.75,102.38,98.21,73699.99,73699.99,no,True,both_win,both_win
2026-05-29 06:00,0.99871,73744.96,73634.64,73561.78,95.13,72.86,73699.99,73799.99,no,False,split,split
2026-05-29 07:00,0.99873,73634.64,73487.98,73373.64,93.52,114.34,73599.99,73699.99,no,False,split,split
2026-05-29 08:00,0.99878,73487.98,73295.73,73195.74,89.66,99.99,73499.99,73499.99,no,False,split,split
2026-05-29 09:00,0.9987,73295.73,73135.7,73046.79,95.28,88.91,73299.99,73299.99,no,False,split,split
2026-05-29 10:00,0.99864,73135.7,73096.85,73002.02,99.46,94.83,73099.99,73199.99,no,False,split,split
2026-05-29 11:00,0.99868,73096.84,73808.26,73707.29,96.49,100.97,73099.99,73099.99,yes,True,split,split
2026-05-29 12:00,0.9987,73808.25,74056.5,73972.54,95.95,83.96,73799.99,73899.99,yes,True,split,split
2026-05-29 13:00,0.99869,74056.49,73980.94,73895.96,97.01,84.98,74099.99,74099.99,no,False,split,split
2026-05-29 14:00,0.99868,73980.94,73374.52,73265.26,97.65,109.26,73999.99,73999.99,no,False,split,split
2026-05-29 15:00,0.99871,73374.51,73520.28,73433.44,94.65,86.84,73399.99,73399.99,yes,True,split,split
2026-05-29 16:00,0.99875,73520.29,73673.61,73574.33,91.9,99.28,73499.99,73999.99,no,True,split,both_win
2026-05-29 17:00,0.99889,73673.62,73409.27,73343.16,81.78,66.11,73699.99,73699.99,no,False,split,split
2026-05-29 18:00,0.99885,73409.27,73483.52,73391.6,84.42,91.92,73399.99,73499.99,no,True,both_lose,both_win
2026-05-29 19:00,0.99878,73483.51,73460.78,73377.45,89.65,83.33,73499.99,73499.99,no,False,split,split
2026-05-29 20:00,0.99871,73460.78,73498.8,73448.94,94.76,49.86,73499.99,73499.99,no,True,both_win,both_win
2026-05-29 21:00,0.99864,73498.8,73657.9,73566.85,99.96,91.05,73499.99,73499.99,yes,True,split,split
2026-05-29 22:00,0.99874,73657.9,73786.69,73676.21,92.81,110.48,73699.99,73699.99,no,True,both_win,both_win
2026-05-29 23:00,0.99879,73786.7,73524.01,73440.36,89.28,83.65,73799.99,73799.99,no,False,split,split
2026-05-30 00:00,0.99864,73524.01,73402.84,73301.11,99.99,101.73,73499.99,73599.99,no,False,split,split
2026-05-30 01:00,0.99883,73402.85,73604.99,73511.48,85.88,93.51,73399.99,73499.99,yes,True,split,split
2026-05-30 02:00,0.9995,73604.99,73584.99,73504.37,36.8,80.62,73599.99,73699.99,no,False,split,split
2026-05-30 03:00,0.99891,73584.99,73548.6,73452.81,80.21,95.79,73599.99,73599.99,no,False,split,split
2026-05-30 04:00,0.99886,73548.6,73530.07,73413.61,83.85,116.46,73499.99,73599.99,no,False,split,split
2026-05-30 05:00,0.99886,73530.07,73615.46,73514.16,83.82,101.3,73499.99,73599.99,no,True,split,both_win
2026-05-30 06:00,0.99887,73615.46,73655.85,73533.43,83.19,122.42,73599.99,73699.99,no,True,both_lose,both_win
2026-05-30 07:00,0.99887,73655.85,73602.02,73506.52,83.23,95.5,73699.99,73699.99,no,False,split,split
2026-05-30 08:00,0.99879,73602.01,73698.18,73594.85,89.06,103.33,73599.99,73699.99,no,True,both_lose,both_win
2026-05-30 09:00,0.99879,73698.17,73829.31,73731.71,89.17,97.6,73699.99,73699.99,yes,True,split,split
2026-05-30 10:00,0.99877,73829.31,73929.11,73834.04,90.81,95.07,73799.99,73899.99,no,True,split,both_win
2026-05-30 11:00,0.99857,73929.11,73930.14,73813.06,105.72,117.08,73899.99,73999.99,no,True,both_lose,both_win
2026-05-30 12:00,0.99875,73930.13,73934.99,73831.75,92.41,103.24,73899.99,73999.99,no,True,both_lose,both_win
2026-05-30 13:00,0.99862,73935.0,74020.07,73918.01,102.03,102.06,73899.99,73999.99,no,True,split,both_win
2026-05-30 14:00,0.99872,74020.06,74043.38,73945.35,94.75,98.03,73999.99,74099.99,no,True,both_lose,both_win
2026-05-30 15:00,0.99861,74043.39,74016.65,73913.99,102.92,102.66,73999.99,74099.99,no,False,split,split
2026-05-30 16:00,0.99869,74016.64,73979.84,73866.27,96.96,113.57,73999.99,74249.99,no,False,split,split
2026-05-30 17:00,0.99867,73979.85,73981.99,73860.85,98.39,121.14,73999.99,73999.99,no,True,both_win,both_win
2026-05-30 18:00,0.99862,73981.99,73883.3,73781.66,102.1,101.64,73999.99,73999.99,no,False,split,split
2026-05-30 19:00,0.99866,73883.3,73884.38,73765.83,99.0,118.55,73899.99,73899.99,no,True,both_win,both_win
